file;seed;initial examples;precision;recall;number iterations;not found;total values;time in sec
IBANToBankName.csv; -532971689;3;0.0;0.0;-999;60;70;1.8120455741882324
IBANToBankName.csv; -532971689;5;0.0;0.0;-999;58;70;1.8120455741882324
IBANToBankName.csv; -532971689;10;1.0;0.07547169811320754;-999;49;70;1.8120455741882324
IPToCountry.csv; -69037573;3;0.0;0.0;-999;7;11;1.7789027690887451
IPToCountry.csv; -69037573;5;0.0;0.0;-999;5;11;1.7789027690887451
IPToCountry.csv; -69037573;10;0.0;NaN;-999;0;11;1.7789027690887451
IPToDomain.csv; -855880250;3;0.0;0.0;-999;7;11;1.7424492835998535
IPToDomain.csv; -855880250;5;0.0;0.0;-999;5;11;1.7424492835998535
IPToDomain.csv; -855880250;10;0.0;NaN;-999;0;11;1.7424492835998535
ISBNToAuthor.csv; -1374419518;3;0.0;0.0;-999;7;11;1.7222609519958496
ISBNToAuthor.csv; -1374419518;5;0.0;0.0;-999;5;11;1.7222609519958496
ISBNToAuthor.csv; -1374419518;10;0.0;NaN;-999;0;11;1.7222609519958496
ISBNToPublisher.csv; 1290107736;3;0.0;0.0;-999;7;11;1.602125644683838
ISBNToPublisher.csv; 1290107736;5;0.0;0.0;-999;5;11;1.602125644683838
ISBNToPublisher.csv; 1290107736;10;0.0;NaN;-999;0;11;1.602125644683838
ISBNToTitle.csv; 65846393;3;0.0;0.0;-999;7;11;1.6326587200164795
ISBNToTitle.csv; 65846393;5;0.0;0.0;-999;5;11;1.6326587200164795
ISBNToTitle.csv; 65846393;10;0.0;NaN;-999;0;11;1.6326587200164795
ISSNToTitle.csv; 1282038194;3;0.0;0.0;-999;7;11;2.232698917388916
ISSNToTitle.csv; 1282038194;5;0.0;0.0;-999;5;11;2.232698917388916
ISSNToTitle.csv; 1282038194;10;0.0;NaN;-999;0;11;2.232698917388916
Lake2Countries.csv; -1344248450;3;0.0;0.0;-999;35;58;14.689491748809814
Lake2Countries.csv; -1344248450;5;0.0;0.0;-999;33;58;14.689491748809814
Lake2Countries.csv; -1344248450;10;0.35714285714285715;0.10416666666666667;-999;14;58;14.689491748809814
languages.csv;An error occured;156;6.397619009017944
