file;seed;#examples;precision;recall;not found;#examples;precision;recall;not found;#examples;precision;recall;not found;total values;time in sec
prettycleaned_airport_codes_internalGT2.csv; -978038804;3;0.9039301310043668;0.039308773262438285;4619;5;0.8551236749116607;0.0919452887537994;4619;10;0.9642267473858007;0.33314318311466057;4619;5289;48.794479846954346
WorldRecordToAthlete.csv; 1934520882;3;0.5714285714285714;0.13114754098360656;3;5;0.5;0.11475409836065574;3;10;0.26666666666666666;0.06779661016949153;3;64;14.90841293334961
CUSIPToTicker.csv; -1916075439;3;1.0;0.42857142857142855;4;5;1.0;0.2;4;10;0.0;NaN;4;11;4.173980712890625
prettycleaned_languages.csv;Error occured;136;9.676619529724121
BankToSwiftCode.csv; 328328427;3;0.0;0.0;986;5;0.9675324675324676;0.07268292682926829;986;10;0.9675324675324676;0.07286063569682151;986;2057;3.38521671295166
UniversityTostate.csv; -193743531;3;0.9166666666666666;0.8918918918918919;1;5;0.9142857142857143;0.9142857142857143;1;10;0.8333333333333334;0.8333333333333334;1;41;15.453220129013062
StateToAbbrv.csv; -292903432;3;1.0;1.0;0;5;1.0;1.0;0;10;1.0;0.8076923076923077;0;63;34.08945369720459
Person2Spouses.txt; 299734856;3;0.0;0.0;33;5;0.0;0.0;33;10;0.0;0.0;33;64;1.6696078777313232
AthleteDateToMeetingNameCleaned.csv; -477535587;3;0.0;0.0;24;5;0.0;0.0;24;10;0.0;0.0;24;34;1.5994188785552979
SoccerPlayer2Position.csv; 1258500355;3;0.0;0.0;237;5;0.0;0.0;237;10;0.0;0.0;237;242;7.4408910274505615
fahrenheitToCelcius.csv;xFormer timed out after 6 minutes;10;360.2285370826721
OpenYear2Winner_upTo2013.csv;xFormer timed out after 6 minutes;45;360.1710705757141
militaryGDP2country.txt; -1276440601;3;0.0;0.0;8;5;0.0;0.0;8;10;0.0;0.0;8;13;22.060127019882202
Driver2Champioships.csv; 411181451;3;0.38461538461538464;0.10869565217391304;1;5;0.3333333333333333;0.08695652173913043;1;10;0.0;0.0;1;49;21.146085023880005
soccerTeam2Country.txt; -489173916;3;0.0;0.0;25;5;0.0;0.0;25;10;0.9;0.5;25;29;8.190805912017822
bankToSwiftCode8.csv; 605417487;3;0.0;0.0;986;5;0.0;0.0;986;10;0.0;0.0;986;1046;1.6351954936981201
River2Countries.csv; 2143569746;3;0.0;0.0;14;5;0.0;0.0;14;10;0.0;0.0;14;63;2.2453205585479736
SoccerPlayer2Birthdate.csv; 1377779795;3;0.0;0.0;128;5;0.0;0.0;128;10;0.0;0.0;128;132;1.7234930992126465
City2LongLat.csv; 779983302;3;0.0;0.0;7;5;0.0;0.0;7;10;0.0;NaN;7;11;2.0952577590942383
FractionsToDecimals.txt;xFormer timed out after 6 minutes;7;360.2814767360687
AthleteDateToMeetingName.csv; -1870297;3;0.0;0.0;38;5;0.0;0.0;38;10;0.0;0.0;38;76;1.8403353691101074
SoccerplayerToAllclub.txt;xFormer timed out after 6 minutes;11;360.18559527397156
