file;seed;initial examples;precision;recall;query iterations;number iterations;not found;total values;time in sec
2006SoccerPlayer2club.csv; -537023701;3;0.0;0.0; 1; 1;62;66;73.54892802238464
2006SoccerPlayer2club.csv; -537023701;5;0.0;0.0; 1; 1;60;66;73.54892802238464
2006SoccerPlayer2club.csv; -537023701;10;0.0;0.0; 1; 1;55;66;73.54892802238464
20122013NameNumber2Club.txt; -2052524892;3;0.0;0.0;-999; 0;35;40;17.93838858604431
20122013NameNumber2Club.txt; -2052524892;5;0.0;0.0;-999; 1;33;40;17.93838858604431
20122013NameNumber2Club.txt; -2052524892;10;0.0;0.0;-999; 1;28;40;17.93838858604431
2013UnescoSite2Country.csv; 1064502847;3;0.8833333333333333;0.41732283464566927; 2; 5;67;131;126.91143202781677
2013UnescoSite2Country.csv; 1064502847;5;0.8813559322033898;0.416; 2; 5;66;131;126.91143202781677
2013UnescoSite2Country.csv; 1064502847;10;0.8970588235294118;0.5083333333333333; 2; 11;52;131;126.91143202781677
airport_codes_internalGT2.csv;;3;;;;;5413;5413;1804.8506655693054
airport_codes_internalGT2.csv;;5;;;;;5413;5413;1804.8519637584686
airport_codes_internalGT2.csv;;10;;;;;5413;5413;1804.8532617092133
AirportcodeToCity.csv;;3;;;;;5289;5289;1803.6405487060547
AirportcodeToCity.csv;;5;;;;;5289;5289;1803.642807006836
AirportcodeToCity.csv;;10;;;;;5289;5289;1803.645054101944
airportToCountry.csv;;3;;;;;113;113;1805.206116437912
airportToCountry.csv;;5;;;;;113;113;1805.2062532901764
airportToCountry.csv;;10;;;;;113;113;1805.2063796520233
Album2Genre.csv;;3;;;;;42;42;1805.0686297416687
Album2Genre.csv;;5;;;;;42;42;1805.0687563419342
Album2Genre.csv;;10;;;;;42;42;1805.0688545703888
AnimalToGenusSpeciesCommonNames_cleaned.csv; -2112288667;3;0.0;0.0; 1; 1;9;24;56.71485877037048
AnimalToGenusSpeciesCommonNames_cleaned.csv; -2112288667;5;0.0;0.0; 1; 1;9;24;56.71485877037048
AnimalToGenusSpeciesCommonNames_cleaned.csv; -2112288667;10;0.5;0.05263157894736842; 2; 9;5;24;56.71485877037048
ArenaTocurrentSoccerClubs.txt; -1583511660;3;0.2222222222222222;0.07407407407407407; 2; 5;13;31;379.83980202674866
ArenaTocurrentSoccerClubs.txt; -1583511660;5;0.1;0.04; 2; 10;10;31;379.83980202674866
ArenaTocurrentSoccerClubs.txt; -1583511660;10;0.5;0.19047619047619047; 3; 13;8;31;379.83980202674866
ArtistToStudioAlbum.txt;;3;;;;;112;112;1805.0571002960205
ArtistToStudioAlbum.txt;;5;;;;;112;112;1805.0573298931122
ArtistToStudioAlbum.txt;;10;;;;;112;112;1805.0575416088104
AthletesHoldingWorldRecordsPerCountry.csv; 1756122576;3;0.0;0.0;-999; 0;16;64;96.33203530311584
AthletesHoldingWorldRecordsPerCountry.csv; 1756122576;5;0.0;0.0;-999; 1;15;64;96.33203530311584
AthletesHoldingWorldRecordsPerCountry.csv; 1756122576;10;0.0;0.0;-999; 1;14;64;96.33203530311584
