file;seed;initial examples;precision;recall;query iterations;number iterations;not found;total values;time in sec
2006SoccerPlayer2club.csv; -1183901503;3;0.0;0.0;-999; 1;62;66;156.98577976226807
2006SoccerPlayer2club.csv; -1183901503;5;0.0;0.0;-999; 1;60;66;156.98577976226807
2006SoccerPlayer2club.csv; -1183901503;10;0.0;0.0;-999; 1;55;66;156.98577976226807
20122013NameNumber2Club.txt; -738043733;3;0.0;0.0; 1; 1;35;40;10.300604343414307
20122013NameNumber2Club.txt; -738043733;5;0.0;0.0; 1; 1;33;40;10.300604343414307
20122013NameNumber2Club.txt; -738043733;10;0.0;0.0; 1; 1;28;40;10.300604343414307
2013UnescoSite2Country.csv; 346151241;3;0.0;0.0; 1; 1;127;131;93.71207118034363
2013UnescoSite2Country.csv; 346151241;5;0.8833333333333333;0.424; 2; 6;65;131;93.71207118034363
2013UnescoSite2Country.csv; 346151241;10;0.8923076923076924;0.48333333333333334; 2; 12;55;131;93.71207118034363
airport_codes_internalGT2.csv;;3;;;;;5413;5413;1805.369579076767
airport_codes_internalGT2.csv;;5;;;;;5413;5413;1805.3727247714996
airport_codes_internalGT2.csv;;10;;;;;5413;5413;1805.3758397102356
AirportcodeToCity.csv;;3;;;;;5289;5289;1805.0716934204102
AirportcodeToCity.csv;;5;;;;;5289;5289;1805.0748879909515
AirportcodeToCity.csv;;10;;;;;5289;5289;1805.078068971634
airportToCountry.csv;;3;;;;;113;113;1805.5408244132996
airportToCountry.csv;;5;;;;;113;113;1805.5409984588623
airportToCountry.csv;;10;;;;;113;113;1805.5411622524261
Album2Genre.csv;;3;;;;;42;42;1805.399545431137
Album2Genre.csv;;5;;;;;42;42;1805.3996062278748
Album2Genre.csv;;10;;;;;42;42;1805.399659872055
AnimalToGenusSpeciesCommonNames_cleaned.csv; 2005085931;3;0.0;0.0; 1; 1;9;24;14.4630126953125
AnimalToGenusSpeciesCommonNames_cleaned.csv; 2005085931;5;0.5;0.05; 2; 4;6;24;14.4630126953125
AnimalToGenusSpeciesCommonNames_cleaned.csv; 2005085931;10;0.5;0.05263157894736842; 2; 9;5;24;14.4630126953125
